,Kingdom,Phylum,Class,Order,Family,Confidence
ASV38675,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,1
ASV38687,Bacteria,Chloroflexi,TK10,AKYG885,Dolo_23,1
ASV38694,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,1
ASV38699,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,1
ASV38716,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,NA,0.67
ASV38717,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,1
ASV38722,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,1
ASV38723,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,1
ASV38725,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,1
ASV38729,Bacteria,TM6,SJA-4,NA,NA,1
ASV38731,Bacteria,Acidobacteria,Acidobacteria-5,NA,NA,1
ASV38750,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,1
ASV38752,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,1
ASV38757,Bacteria,Verrucomicrobia,Pedosphaerae,Pedosphaerales,NA,0.67
ASV38758,Bacteria,Chlorobi,OPB56,NA,NA,1
ASV38761,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,1
ASV38763,Bacteria,Acidobacteria,DA052,Ellin6513,NA,1
ASV38769,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,NA,1
ASV38771,Bacteria,Armatimonadetes,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,1
ASV38777,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,1
ASV38780,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae,1
ASV38805,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,1
ASV38806,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,1
ASV38829,Bacteria,Gemmatimonadetes,Gemmatimonadetes,NA,NA,1
ASV38830,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae,1
ASV38832,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,1
ASV38836,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,1
ASV38843,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,NA,1
ASV38854,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,1
ASV38857,Bacteria,Verrucomicrobia,Spartobacteria,Chthoniobacterales,Chthoniobacteraceae,1
ASV38864,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,1
ASV38871,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae,1
ASV38872,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,NA,1
ASV38877,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,1
ASV38890,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,mitochondria,1
ASV38914,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,1
ASV38920,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Conexibacteraceae,1
ASV38921,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae,1
ASV38923,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,NA,1
ASV38925,Bacteria,Acidobacteria,Solibacteres,Solibacterales,Solibacteraceae,1
ASV38946,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Intrasporangiaceae,1
ASV38947,Bacteria,Planctomycetes,Planctomycetia,Pirellulales,Pirellulaceae,1
ASV38960,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,1
ASV38968,Bacteria,Verrucomicrobia,Spartobacteria,Chthoniobacterales,Chthoniobacteraceae,1
ASV38981,Bacteria,Chloroflexi,Anaerolineae,Caldilineales,Caldilineaceae,1
ASV38985,Bacteria,Acidobacteria,Acidobacteria-5,NA,NA,1
ASV39005,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,1
ASV39008,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,1
ASV39021,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,NA,1
ASV39022,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,1
ASV39027,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,1
ASV39039,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,1
ASV39045,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,1
ASV39059,Bacteria,Chloroflexi,Ellin6529,NA,NA,1
ASV39064,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,1
ASV39068,Bacteria,Verrucomicrobia,Pedosphaerae,Pedosphaerales,NA,1
ASV39073,Bacteria,Verrucomicrobia,Pedosphaerae,Pedosphaerales,auto67_4W,0.67
ASV39074,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,NA,1
ASV39082,Bacteria,Cyanobacteria,Chloroplast,Stramenopiles,NA,1
ASV39095,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,1
ASV39100,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1
ASV39107,Bacteria,Chloroflexi,TK10,NA,NA,1
ASV39112,Bacteria,Acidobacteria,Solibacteres,Solibacterales,NA,1
ASV39127,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,1
ASV39129,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,1
ASV39130,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,1
ASV39136,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Haliangiaceae,1
ASV39139,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,1
ASV39161,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,1
ASV39168,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,1
ASV39175,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,1
ASV39190,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,1
ASV39193,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,NA,1
ASV39199,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,NA,1
ASV39205,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,0.67
ASV39216,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,1
ASV39219,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Haliangiaceae,1
ASV39226,Bacteria,Acidobacteria,Solibacteres,Solibacterales,NA,1
ASV39227,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,1
ASV39233,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,0.67
ASV39236,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,NA,0.67
ASV39237,Bacteria,Verrucomicrobia,Pedosphaerae,Pedosphaerales,NA,0.67
ASV39238,Bacteria,Acidobacteria,Chloracidobacteria,RB41,Ellin6075,1
ASV39249,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,1
ASV39252,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,1
ASV39254,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,NA,1
ASV39255,Bacteria,Planctomycetes,Planctomycetia,Pirellulales,Pirellulaceae,1
ASV39259,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,NA,0.67
ASV39261,Bacteria,Acidobacteria,Solibacteres,Solibacterales,NA,1
ASV39272,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,1
ASV39274,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,1
ASV39286,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,0.67
ASV39287,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Sinobacteraceae,1
ASV39288,Bacteria,Acidobacteria,Chloracidobacteria,RB41,NA,1
ASV39291,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,1
ASV39311,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,1
ASV39313,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,1
ASV39324,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,1
ASV39327,Bacteria,Nitrospirae,Nitrospira,Nitrospirales,Nitrospiraceae,1
ASV39329,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,1
ASV39330,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,1
ASV39333,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Cystobacterineae,1
ASV39340,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,NA,1
ASV39341,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,1
ASV39342,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,1
ASV39345,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,0.67
ASV39347,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae,1
ASV39350,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,C111,1
ASV39356,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,NA,1
ASV39362,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Ellin5290,NA,1
ASV39363,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Conexibacteraceae,1
ASV39367,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,1
ASV39380,Bacteria,Acidobacteria,Chloracidobacteria,RB41,Ellin6075,1
ASV39390,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,NA,0.67
ASV39391,Bacteria,Cyanobacteria,Chloroplast,Chlorophyta,NA,1
ASV39392,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,1
ASV39397,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,1
ASV39400,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,NA,1
ASV39413,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,1
ASV39414,Bacteria,Chloroflexi,C0119,NA,NA,1
ASV39425,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae,1
ASV39429,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,EB1017,1
ASV39431,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,1
ASV39441,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Isosphaeraceae,1
ASV39447,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,1
ASV39449,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,1
ASV39450,Bacteria,Acidobacteria,Chloracidobacteria,RB41,Ellin6075,1
ASV39453,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Haliangiaceae,1
ASV39457,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,1
ASV39459,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,1
ASV39464,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,1
ASV39477,Bacteria,Actinobacteria,MB-A2-108,0319-7L14,NA,1
ASV39482,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,RB40,1
ASV39483,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,1
ASV39485,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Frankiaceae,1
ASV39489,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Isosphaeraceae,1
ASV39496,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,NA,0.67
ASV39505,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,1
ASV39516,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,NA,1
ASV39532,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,1
ASV39545,Bacteria,TM7,TM7-1,NA,NA,1
ASV39552,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,EB1017,1
ASV39569,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,1
ASV39570,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,1
ASV39575,Bacteria,Planctomycetes,Planctomycetia,Pirellulales,Pirellulaceae,1
ASV39577,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,1
ASV39580,Bacteria,Verrucomicrobia,Spartobacteria,Chthoniobacterales,Chthoniobacteraceae,1
ASV39581,Bacteria,Cyanobacteria,Chloroplast,Streptophyta,NA,1
ASV39582,Bacteria,Firmicutes,Bacilli,Bacillales,NA,0.67
ASV39588,Bacteria,Verrucomicrobia,Spartobacteria,Chthoniobacterales,Chthoniobacteraceae,1
ASV39595,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,1
ASV39597,Bacteria,Chloroflexi,Thermomicrobia,JG30-KF-CM45,NA,1
ASV39602,Bacteria,Cyanobacteria,Oscillatoriophycideae,Oscillatoriales,Phormidiaceae,1
ASV39615,Bacteria,Gemmatimonadetes,Gemmatimonadetes,NA,NA,1
ASV39616,Bacteria,Proteobacteria,Betaproteobacteria,IS-44,NA,1
ASV39629,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,1
ASV39634,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,1
ASV39657,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,1
ASV39672,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,0.67
ASV39674,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,NA,1
ASV39692,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,1
ASV39695,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Root;k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes,Root;k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes,1
ASV39699,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,NA,1
ASV39712,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,0.67
ASV39713,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,1
ASV39722,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,NA,1
ASV39724,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,1
ASV39738,Bacteria,Armatimonadetes,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,1
ASV39744,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,1
ASV39748,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,1
ASV39750,Bacteria,Chloroflexi,Ellin6529,NA,NA,1
ASV39757,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,1
ASV39761,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Parachlamydiaceae,0.67
ASV39781,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,1
ASV39785,Bacteria,Cyanobacteria,Chloroplast,Streptophyta,NA,1
ASV39787,Bacteria,Acidobacteria,Solibacteres,Solibacterales,NA,1
ASV39788,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Frankiaceae,1
ASV39805,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Ellin5301,1
ASV39819,Bacteria,Acidobacteria,Solibacteres,Solibacterales,NA,1
ASV39828,Bacteria,Acidobacteria,Chloracidobacteria,RB41,Ellin6075,1
ASV39834,Bacteria,Gemmatimonadetes,Gemmatimonadetes,NA,NA,0.67
ASV39837,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,1
ASV39844,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,NA,1
ASV39845,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,1
ASV39850,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales,1
ASV39863,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,1
ASV39866,Bacteria,Acidobacteria,Sva0725,Sva0725,NA,1
ASV39869,Bacteria,Planctomycetes,Phycisphaerae,WD2101,NA,1
ASV39874,Bacteria,Planctomycetes,Planctomycetia,B97,NA,1
ASV39879,Bacteria,Verrucomicrobia,Pedosphaerae,Pedosphaerales,Pedosphaeraceae,0.67
ASV39882,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,NA,1
ASV39884,Bacteria,Proteobacteria,Deltaproteobacteria,MIZ46,NA,1
ASV39892,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,NA,1
ASV39893,Bacteria,FBP,NA,NA,NA,1
ASV39894,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,1
ASV39906,Bacteria,Verrucomicrobia,Spartobacteria,Chthoniobacterales,Chthoniobacteraceae,1
ASV39913,Bacteria,Acidobacteria,Chloracidobacteria,DS-100,NA,1
ASV39941,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,NA,1
ASV39947,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Parachlamydiaceae,1
ASV39959,Bacteria,Acidobacteria,Chloracidobacteria,PK29,NA,1
ASV39966,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,1
ASV39972,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,1
ASV39977,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,1
ASV40000,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Patulibacteraceae,0.67
ASV40001,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,1
ASV40009,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,1
ASV40017,Bacteria,Cyanobacteria,Chloroplast,Streptophyta,NA,1
ASV40020,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Koribacteraceae,1
ASV40027,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,1
ASV40033,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,1
ASV40035,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhodobiaceae,1
ASV40045,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,1
ASV40046,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,1
ASV40053,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,mitochondria,1
ASV40055,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,NA,1
ASV40057,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,NA,0.67
ASV40063,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhodobiaceae,1
ASV40073,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Sinobacteraceae,1
ASV40074,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,1
ASV40079,Bacteria,Planctomycetes,OM190,agg27,NA,1
ASV40084,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,1
ASV40085,Bacteria,Proteobacteria,Alphaproteobacteria,Ellin329,NA,1
ASV40094,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,1
ASV40101,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,1
ASV40110,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Sinobacteraceae,1
ASV40113,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,1
ASV40117,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,1
ASV40120,Bacteria,FBP,NA,NA,NA,1
ASV40121,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,NA,1
ASV40134,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Ellin5290,NA,1
ASV40135,Bacteria,Chloroflexi,TK10,B07_WMSP1,FFCH4570,1
ASV40141,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,1
ASV40149,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Sinobacteraceae,1
ASV40151,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,NA,1
ASV40160,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae,1
ASV40167,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Ellin5290,NA,1
ASV40168,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,1
ASV40174,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Root;k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales,1
ASV40178,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Sinobacteraceae,1
ASV40214,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,1
ASV40215,Bacteria,Armatimonadetes,Armatimonadia,Armatimonadales,Armatimonadaceae,1
ASV40237,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,NA,1
ASV40247,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,NA,1
ASV40270,Bacteria,Acidobacteria,Sva0725,Sva0725,NA,1
ASV40271,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,NA,1
ASV40275,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,1
ASV40280,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,1
ASV40282,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,NA,1
ASV40284,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,1
ASV40286,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,NA,1
ASV40289,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Sinobacteraceae,1
ASV40290,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,1
ASV40295,Bacteria,Chloroflexi,Anaerolineae,H39,NA,1
ASV40299,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystaceae,1
ASV40306,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,1
ASV40309,Bacteria,Planctomycetes,Phycisphaerae,WD2101,NA,1
ASV40315,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae,1
ASV40320,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,1
ASV40322,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,1
ASV40326,Bacteria,Firmicutes,Bacilli,Bacillales,Sporolactobacillaceae,0.67
ASV40337,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,1
ASV40351,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micromonosporaceae,1
ASV40356,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,1
ASV40360,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,1
ASV40372,Bacteria,Tenericutes,Mollicutes,Anaeroplasmatales,Anaeroplasmataceae,1
ASV40383,Bacteria,Proteobacteria,Alphaproteobacteria,Kiloniellales,Kiloniellaceae,1
ASV40391,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,1
ASV40392,Bacteria,Acidobacteria,Sva0725,Sva0725,NA,1
ASV40404,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,NA,1
ASV40406,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Koribacteraceae,1
ASV40408,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,0.67
ASV40439,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,1
ASV40463,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,1
ASV40472,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,1
ASV40473,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,1
ASV40484,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,1
ASV40487,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,1
ASV40490,Bacteria,Acidobacteria,Sva0725,Sva0725,NA,1
ASV40507,Bacteria,WS3,PRR-12,Sediment-1,NA,0.67
ASV40523,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,1
ASV40527,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,1
ASV40529,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,NA,1
ASV40530,Bacteria,Verrucomicrobia,Pedosphaerae,Pedosphaerales,NA,1
ASV40535,Bacteria,Chloroflexi,C0119,NA,NA,1
ASV40539,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,1
ASV40541,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,1
ASV40554,Bacteria,Proteobacteria,Alphaproteobacteria,Ellin329,NA,1
ASV40561,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Sinobacteraceae,1
ASV40563,Bacteria,Acidobacteria,Chloracidobacteria,DS-100,NA,0.67
ASV40567,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Rhabdochlamydiaceae,1
ASV40577,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,1
ASV40587,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,NA,1
ASV40588,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Conexibacteraceae,0.67
ASV40590,Bacteria,Chloroflexi,Chloroflexi,Roseiflexales,Kouleothrixaceae,1
ASV40596,Bacteria,Chloroflexi,Thermomicrobia,JG30-KF-CM45,NA,1
ASV40599,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,1
ASV40603,Bacteria,Gemmatimonadetes,Gemmatimonadetes,N1423WL,NA,1
