,Kingdom,Phylum,Class,Order,Family,Confidence
ASV40612,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,1
ASV40617,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,NA,1
ASV40622,Bacteria,Planctomycetes,Planctomycetia,Pirellulales,Pirellulaceae,1
ASV40640,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,1
ASV40648,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Saprospiraceae,1
ASV40650,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,1
ASV40657,Bacteria,Planctomycetes,vadinHA49,DH61,NA,1
ASV40662,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,1
ASV40663,Bacteria,Proteobacteria,Deltaproteobacteria,MIZ46,NA,1
ASV40667,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,NA,1
ASV40669,Bacteria,Acidobacteria,Solibacteres,Solibacterales,NA,1
ASV40692,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,1
ASV40700,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,1
ASV40704,Bacteria,Nitrospirae,Nitrospira,Nitrospirales,Nitrospiraceae,1
ASV40711,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,1
ASV40712,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1
ASV40725,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,mitochondria,1
ASV40728,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,1
ASV40748,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Sporichthyaceae,1
ASV40749,Bacteria,Chloroflexi,Ktedonobacteria,B12-WMSP1,NA,1
ASV40751,Bacteria,Verrucomicrobia,Spartobacteria,Chthoniobacterales,Chthoniobacteraceae,1
ASV40755,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Sinobacteraceae,1
ASV40762,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,0.67
ASV40798,Bacteria,Gemmatimonadetes,Gemmatimonadetes,N1423WL,NA,1
ASV40799,Bacteria,Tenericutes,Mollicutes,Anaeroplasmatales,Anaeroplasmataceae,1
ASV40810,Bacteria,Proteobacteria,Alphaproteobacteria,BD7-3,NA,1
ASV40822,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,NA,1
ASV40828,Bacteria,Proteobacteria,Betaproteobacteria,SC-I-84,NA,0.67
ASV40845,Bacteria,Acidobacteria,Solibacteres,Solibacterales,Solibacteraceae,1
ASV40849,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,1
ASV40855,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,1
ASV40860,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,1
ASV40867,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,1
ASV40899,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Parachlamydiaceae,1
ASV40901,Bacteria,Acidobacteria,Solibacteres,Solibacterales,NA,1
ASV40912,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,1
ASV40922,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,1
ASV40924,Bacteria,Acidobacteria,Sva0725,Sva0725,NA,1
ASV40932,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,1
ASV40940,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,1
ASV40941,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,NA,1
ASV40957,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,1
ASV40968,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Dermacoccaceae,0.67
ASV40972,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Rhabdochlamydiaceae,1
ASV40984,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Koribacteraceae,1
ASV40990,Bacteria,Verrucomicrobia,Spartobacteria,Chthoniobacterales,Chthoniobacteraceae,1
ASV40991,Bacteria,Planctomycetes,C6,d113,NA,1
ASV40994,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Cellulomonadaceae,1
ASV40995,Bacteria,Acidobacteria,Chloracidobacteria,RB41,Ellin6075,1
ASV41005,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae,1
ASV41015,Bacteria,BRC1,PRR-11,NA,NA,1
ASV41024,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,1
ASV41043,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,1
ASV41045,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,NA,1
ASV41048,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,1
ASV41062,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,NA,1
ASV41070,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae,1
ASV41076,Bacteria,Acidobacteria,Sva0725,Sva0725,NA,1
ASV41081,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,1
ASV41086,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,NA,1
ASV41088,Bacteria,Planctomycetes,Planctomycetia,Pirellulales,Pirellulaceae,1
ASV41089,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,1
ASV41090,Bacteria,Tenericutes,Mollicutes,Anaeroplasmatales,Anaeroplasmataceae,1
ASV41097,Bacteria,Acidobacteria,iii1-8,DS-18,NA,1
ASV41108,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,1
ASV41131,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micromonosporaceae,1
ASV41149,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,0.67
ASV41150,Bacteria,Planctomycetes,OM190,agg27,NA,1
ASV41160,Bacteria,Acidobacteria,Solibacteres,Solibacterales,NA,1
ASV41162,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,1
ASV41168,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,1
ASV41170,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,1
ASV41172,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,NA,1
ASV41173,Bacteria,Verrucomicrobia,Spartobacteria,Chthoniobacterales,Chthoniobacteraceae,1
ASV41177,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,1
ASV41178,Bacteria,Acidobacteria,Chloracidobacteria,RB41,Ellin6075,1
ASV41182,Bacteria,Chlorobi,NA,NA,NA,1
ASV41198,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,1
ASV41200,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Root;k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales,1
ASV41206,Bacteria,Proteobacteria,Alphaproteobacteria,BD7-3,NA,1
ASV41214,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Koribacteraceae,1
ASV41229,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,1
ASV41233,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nakamurellaceae,1
ASV41234,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Root;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales,1
ASV41241,Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,1
ASV41244,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,1
ASV41269,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micromonosporaceae,1
ASV41271,Bacteria,Proteobacteria,Deltaproteobacteria,MIZ46,NA,1
ASV41273,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,NA,1
ASV41277,Bacteria,Planctomycetes,Phycisphaerae,WD2101,NA,1
ASV41284,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Haliangiaceae,1
ASV41285,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,NA,1
ASV41286,Bacteria,Cyanobacteria,Chloroplast,Streptophyta,NA,1
ASV41287,Bacteria,Acidobacteria,Chloracidobacteria,RB41,Ellin6075,1
ASV41291,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,1
ASV41301,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,NA,1
ASV41318,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,NA,1
ASV41326,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhodobiaceae,0.67
ASV41341,Bacteria,Acidobacteria,Solibacteres,Solibacterales,NA,1
ASV41343,Bacteria,Acidobacteria,Chloracidobacteria,RB41,Ellin6075,1
ASV41347,Bacteria,Acidobacteria,Chloracidobacteria,RB41,Ellin6075,1
ASV41361,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,1
ASV41380,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,1
ASV41384,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,NA,1
ASV41399,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,1
ASV41400,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,1
ASV41403,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,1
ASV41420,Bacteria,Planctomycetes,Planctomycetia,Pirellulales,Pirellulaceae,1
ASV41421,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,1
ASV41422,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,NA,1
ASV41429,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Conexibacteraceae,1
ASV41430,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,NA,0.67
ASV41440,Bacteria,Planctomycetes,Phycisphaerae,WD2101,NA,1
ASV41451,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Parachlamydiaceae,1
ASV41462,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,NA,1
ASV41466,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,NA,1
ASV41477,Bacteria,Proteobacteria,Deltaproteobacteria,MIZ46,NA,1
ASV41487,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,1
ASV41494,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,1
ASV41505,Bacteria,Verrucomicrobia,Pedosphaerae,Pedosphaerales,Ellin517,1
ASV41506,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,1
ASV41520,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,1
ASV41537,Bacteria,Tenericutes,Mollicutes,Anaeroplasmatales,Anaeroplasmataceae,1
ASV41546,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,1
ASV41549,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,1
ASV41579,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Conexibacteraceae,0.67
ASV41585,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,1
ASV41589,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,NA,1
ASV41593,Bacteria,Planctomycetes,vadinHA49,p04_C01,NA,1
ASV41609,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,1
ASV41629,Bacteria,Chloroflexi,Chloroflexi,AKIW781,NA,1
ASV41633,Bacteria,Firmicutes,Bacilli,Bacillales,Alicyclobacillaceae,1
ASV41638,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,1
ASV41648,Bacteria,Cyanobacteria,Chloroplast,Streptophyta,NA,1
ASV41675,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Parachlamydiaceae,0.67
ASV41676,Bacteria,Acidobacteria,Chloracidobacteria,RB41,Ellin6075,1
ASV41681,Bacteria,Planctomycetes,Phycisphaerae,WD2101,NA,1
ASV41694,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,1
ASV41697,Bacteria,Verrucomicrobia,Pedosphaerae,Pedosphaerales,NA,1
ASV41698,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1
ASV41709,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,NA,1
ASV41714,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,1
ASV41715,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,1
ASV41719,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,1
ASV41721,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,1
ASV41724,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,NA,1
ASV41726,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,NA,1
ASV41730,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,1
ASV41735,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,1
ASV41739,Bacteria,Proteobacteria,Betaproteobacteria,MND1,NA,1
ASV41745,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,NA,1
ASV41768,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,1
ASV41771,Bacteria,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,1
ASV41775,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,1
ASV41783,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micromonosporaceae,1
ASV41785,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,1
ASV41790,Bacteria,Chloroflexi,Thermomicrobia,JG30-KF-CM45,NA,1
ASV41797,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,NA,1
ASV41804,Bacteria,TM7,TM7-1,NA,NA,1
ASV41806,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Sinobacteraceae,1
ASV41814,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,NA,1
ASV41815,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,1
ASV41816,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,1
ASV41818,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,1
ASV41822,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,1
ASV41829,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Haliangiaceae,1
ASV41835,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,1
ASV41836,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Koribacteraceae,1
ASV41844,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales,1
ASV41852,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,1
ASV41854,Bacteria,Chloroflexi,Ktedonobacteria,B12-WMSP1,NA,1
ASV41860,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,1
ASV41863,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,1
ASV41873,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Haliangiaceae,1
ASV41876,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Sinobacteraceae,1
ASV41880,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,1
ASV41891,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,1
ASV41903,Bacteria,Planctomycetes,Phycisphaerae,WD2101,NA,1
ASV41930,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,1
ASV41932,Bacteria,FBP,NA,NA,NA,1
ASV41933,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Root;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales,0.67
ASV41939,Bacteria,Verrucomicrobia,Spartobacteria,Chthoniobacterales,Chthoniobacteraceae,1
ASV41956,Bacteria,Proteobacteria,Alphaproteobacteria,Ellin329,NA,0.67
ASV41963,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,1
ASV41965,Bacteria,Verrucomicrobia,Pedosphaerae,Pedosphaerales,Ellin515,0.67
ASV41975,Bacteria,Acidobacteria,Chloracidobacteria,RB41,Ellin6075,1
ASV41976,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,1
ASV41977,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,1
ASV41982,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,1
ASV42000,Bacteria,Acidobacteria,DA052,Ellin6513,NA,1
ASV42002,Bacteria,Proteobacteria,Deltaproteobacteria,MIZ46,NA,1
ASV42014,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,1
ASV42021,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Haliangiaceae,1
ASV42024,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Isosphaeraceae,1
ASV42026,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,NA,1
ASV42033,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,1
ASV42034,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,1
ASV42040,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,NA,1
ASV42045,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,1
ASV42052,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micromonosporaceae,1
ASV42055,Bacteria,Proteobacteria,Betaproteobacteria,Ellin6067,NA,1
ASV42056,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,1
ASV42062,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,NA,1
ASV42075,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,NA,1
ASV42076,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,1
ASV42091,Bacteria,Proteobacteria,Deltaproteobacteria,MIZ46,NA,1
ASV42103,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,1
ASV42109,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,1
ASV42111,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,1
ASV42127,Bacteria,Verrucomicrobia,Spartobacteria,Chthoniobacterales,Chthoniobacteraceae,1
ASV42137,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,1
ASV42168,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,1
ASV42172,Bacteria,Proteobacteria,Deltaproteobacteria,MIZ46,NA,1
ASV42174,Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,0.67
ASV42177,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,1
ASV42182,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,1
ASV42184,Bacteria,Verrucomicrobia,Spartobacteria,Chthoniobacterales,Chthoniobacteraceae,1
ASV42223,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,1
ASV42242,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,1
ASV42256,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,1
ASV42264,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,0.67
ASV42266,Bacteria,Planctomycetes,OM190,agg27,NA,1
ASV42271,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,1
ASV42289,Bacteria,Verrucomicrobia,Spartobacteria,Chthoniobacterales,Chthoniobacteraceae,1
ASV42294,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,1
ASV42317,Bacteria,Acidobacteria,Solibacteres,Solibacterales,Solibacteraceae,1
ASV42341,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,mitochondria,1
ASV42343,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,mitochondria,1
ASV42349,Bacteria,TM6,SBRH58,NA,NA,1
ASV42351,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Sinobacteraceae,1
ASV42352,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,RB40,1
ASV42381,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,1
ASV42388,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,1
ASV42392,Bacteria,Chloroflexi,Chloroflexi,Roseiflexales,NA,1
ASV42425,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,1
ASV42426,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,1
ASV42450,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,NA,1
ASV42464,Bacteria,Tenericutes,Mollicutes,Anaeroplasmatales,Anaeroplasmataceae,1
ASV42484,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,1
ASV42491,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micromonosporaceae,1
ASV42492,Bacteria,Acidobacteria,Chloracidobacteria,RB41,NA,1
ASV42494,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,1
ASV42500,Bacteria,Tenericutes,Mollicutes,Anaeroplasmatales,Anaeroplasmataceae,1
ASV42503,Bacteria,Verrucomicrobia,Pedosphaerae,Pedosphaerales,NA,1
ASV42520,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,1
ASV42527,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,0.67
ASV42538,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,mitochondria,1
ASV42539,Bacteria,Acidobacteria,Chloracidobacteria,RB41,Ellin6075,1
ASV42542,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,1
ASV42554,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Parachlamydiaceae,1
ASV42566,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,1
ASV42570,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,1
ASV42571,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Patulibacteraceae,0.67
ASV42577,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Saprospiraceae,1
ASV42592,Bacteria,Acidobacteria,Solibacteres,Solibacterales,NA,1
ASV42597,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,NA,1
ASV42613,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,NA,1
ASV42616,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,1
ASV42619,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,NA,1
ASV42622,Bacteria,Verrucomicrobia,Opitutae,Opitutales,Opitutaceae,1
ASV42627,Bacteria,Armatimonadetes,Armatimonadia,FW68,NA,1
ASV42637,Bacteria,WS3,PRR-12,Sediment-1,PRR-10,1
ASV42655,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,1
ASV42672,Bacteria,Acidobacteria,Chloracidobacteria,RB41,NA,1
ASV42673,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,NA,1
ASV42675,Bacteria,Verrucomicrobia,Spartobacteria,Chthoniobacterales,Chthoniobacteraceae,1
ASV42678,Bacteria,Gemmatimonadetes,Gemm-5,NA,NA,1
ASV42682,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Haliangiaceae,1
ASV42689,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,0.67
ASV42696,Bacteria,Acidobacteria,Solibacteres,Solibacterales,Solibacteraceae,1
ASV42702,Bacteria,Tenericutes,Mollicutes,Anaeroplasmatales,Anaeroplasmataceae,1
ASV42707,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,1
ASV42710,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,1
ASV42731,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,1
ASV42734,Bacteria,Chloroflexi,Ellin6529,NA,NA,1
ASV42745,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,1
ASV42752,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,1
ASV42754,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Patulibacteraceae,0.67
ASV42759,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,NA,1
ASV42776,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,NA,1
ASV42783,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micromonosporaceae,1
ASV42785,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae,1
ASV42797,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,1
ASV42804,Bacteria,NA,NA,NA,NA,1
ASV42819,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,1
ASV42827,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,0.67
ASV42852,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,1
ASV42858,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Conexibacteraceae,0.67
ASV42865,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,1
